"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"	"country"	"libsoc"	"liberalism"	"socialism"	"knowraw"	"ngknow"	"peduord"
"52"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	5	2	2	"higher_edu"	"<=vocational"	"BA_1"	"Finance/Actuarial"	NA	">100k"	1995	"male"	20	"SSH"	"SSHA"	0	0	"CZ"	NA	0	0	15	0	2
"53"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	3	3	3	"high_school"	"high_school"	"BA_2"	"Economy"	"1_year+"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	-1	3	2	23	16	2
"54"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	3	3	4	"high_school"	"higher_edu"	"BA_3"	"Economy"	"Up_to_1_year"	">100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	19	8	3
"55"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	3	2	2	"higher_edu"	"<=vocational"	"BA_1"	"Finance/Actuarial"	NA	NA	1993	"female"	22	"SSH"	"SSHA"	0	0	"CZ"	3	2	3	17	4	2
"56"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	0	3	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Economy"	"Up_to_1_year"	"20k-100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	2	1	3	14	-2	4
"57"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	3	3	3	"high_school"	"high_school"	"BA_3"	"Economy"	"1_year+"	"<1k-5k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-2	3	1	22	14	2
"58"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	3	3	3	"high_school"	"<=vocational"	"BA_3"	"Economy"	"Up_to_1_year"	">100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	22	14	1
"59"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	3	3	4	"higher_edu"	"higher_edu"	"BA_1"	"Finance/Actuarial"	"Up_to_1_year"	"5k-20k"	1995	"male"	20	"SSH"	"SSHA"	0	0	"CZ"	1	3	4	19	8	4
"60"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"Economy"	"1_year+"	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	22	14	3
"61"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	4	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Economy"	"Up_to_1_year"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	3	2	3	22	14	4
"62"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	7	2	1	"<=vocational"	"<=vocational"	"BA_2"	"Economy"	"Up_to_1_year"	"20k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-1	2	2	18	6	0
"63"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	1	0	0	8	3	4	"higher_edu"	"higher_edu"	"BA_1"	"Finance/Actuarial"	"1_year+"	"<1k"	1994	"female"	21	"SSH"	"SSHA"	0	0	"CZ"	1	2	2	12	-6	4
"64"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	4	3	3	"high_school"	"high_school"	"BA_3"	"Economy"	NA	NA	NA	NA	NA	"EBMF"	"EBMF"	0	0	"CZ"	6	0	2	21	12	2
"65"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	2	3	3	"high_school"	"high_school"	"BA_2"	"Economy"	"Up_to_1_year"	"<1k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-2	3	1	21	12	2
"66"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	2	4	4	"higher_edu"	"high_school"	"BA_2"	"Economy"	NA	">100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0	"CZ"	-2	2	0	20	10	3
"67"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	1	1	1	2	4	3	"higher_edu"	"high_school"	"BA_2"	"Economy"	"Up_to_1_year"	"20k-100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0	"CZ"	0	2	2	21	12	3
"68"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	5	3	4	"<=vocational"	"higher_edu"	"BA_3"	"Finance/Actuarial"	NA	NA	1991	"male"	24	"SSH"	"SSHA"	0	0	"CZ"	-3	3	0	16	2	2
"69"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	0	1	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	2	3	3	"high_school"	"higher_edu"	"BA_3"	"Economy"	"1_year+"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	5	0	1	19	8	3
"70"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	2	3	2	"<=vocational"	"<=vocational"	"BA_2"	"Economy"	"1_year+"	">100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	-1	2	1	20	10	0
"71"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	2	4	3	"<=vocational"	"high_school"	"BA_2"	"Economy"	"1_year+"	"<1k-5k"	1993	"female"	22	"EBMF"	"EBMF"	0	0	"CZ"	-3	3	0	20	10	1
"72"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	1	0	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	4	3	"high_school"	"high_school"	"BA_3"	"Economy"	"1_year+"	">100k"	1992	"male"	23	"EBMF"	"EBMF"	0	0	"CZ"	-1	1	0	21	12	2
"73"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	0	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	6	2	1	"higher_edu"	"high_school"	"BA_2"	"Finance/Actuarial"	"1_year+"	"5k-20k"	1992	"female"	23	"SSH"	"SSHA"	0	0	"CZ"	6	0	2	15	0	3
"74"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	2	1	4	"<=vocational"	"PHD+"	"BA_3"	"Political_Science"	"Up_to_1_year"	"<1k-5k"	1985	"female"	30	"SSH"	"SSHA"	0	0	"CZ"	1	1	2	14	-2	3
"76"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	4	3	2	"higher_edu"	"higher_edu"	"BA_1"	"International_Rel"	"1_year+"	">100k"	1994	"male"	21	"SSH"	"SSHA"	0	0	"CZ"	1	2	3	22	14	4
"77"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	0	NA	0	0	0	1	0	0	NA	1	NA	NA	NA	1	1	NA	0	0	1	NA	NA	1	NA	1	1	NA	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_1"	"International_Rel"	"1_year+"	">100k"	1995	"female"	20	"SSH"	"SSHA"	1	0	"CZ"	3	1	2	NA	NA	4
"78"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	NA	0	NA	0	NA	1	NA	1	NA	NA	NA	NA	1	1	NA	NA	0	1	0	NA	NA	NA	NA	1	NA	1	NA	4	3	3	"higher_edu"	"high_school"	"BA_1"	"International_Rel"	"1_year+"	">100k"	1995	"female"	20	"SSH"	"SSHA"	1	0	"CZ"	1	1	2	NA	NA	3
"79"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	5	3	3	"higher_edu"	"high_school"	"BA_2"	"International_Rel"	"1_year+"	"20k-100k"	1996	"female"	19	"SSH"	"SSHA"	0	0	"CZ"	3	1	4	15	0	3
"80"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	5	2	2	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"Up_to_1_year"	">100k"	1988	"male"	27	"SSH"	"SSHA"	0	0	"CZ"	-2	3	1	19	8	4
"81"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	5	3	3	"high_school"	"higher_edu"	"BA_2"	"International_Rel"	"1_year+"	">100k"	1995	"female"	20	"SSH"	"SSHA"	0	0	"CZ"	2	0	2	12	-6	3
"82"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	2	4	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	NA	"20k-100k"	1994	"female"	21	"SSH"	"SSHA"	0	0	"CZ"	-3	3	0	15	0	4
"83"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	5	3	2	"high_school"	"<=vocational"	"BA_2"	"International_Rel"	"Up_to_1_year"	"<1k-5k"	1995	"female"	20	"SSH"	"SSHA"	0	0	"CZ"	2	1	3	14	-2	1
"84"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	3	3	3	"higher_edu"	"high_school"	"BA_2"	"International_Rel"	"No_experience"	"20k-100k"	1994	"female"	21	"SSH"	"SSHA"	0	0	"CZ"	NA	0	0	17	4	3
"85"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	4	3	"<=vocational"	"high_school"	"BA_2"	"International_Rel"	"No_experience"	"5k-20k"	1994	"female"	21	"SSH"	"SSHA"	0	0	"CZ"	-3	4	1	13	-4	1
"86"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	6	3	3	"higher_edu"	"high_school"	"BA_2"	"International_Rel"	"No_experience"	">100k"	1994	"female"	21	"SSH"	"SSHA"	0	0	"CZ"	-1	1	1	15	0	3
"87"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	4	3	"high_school"	"high_school"	"BA_2"	"International_Rel"	"Up_to_1_year"	"<1k-5k"	1995	"male"	20	"SSH"	"SSHA"	0	0	"CZ"	-1	2	1	15	0	2
"88"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	1	1	1	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	1	0	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"1_year+"	"20k-100k"	1993	"female"	22	"SSH"	"SSHA"	0	0	"CZ"	0	1	1	14	-2	4
"89"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"Up_to_1_year"	"20k-100k"	1993	"female"	22	"SSH"	"SSHA"	0	0	"CZ"	1	1	2	17	4	4
"90"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"International_Rel"	"No_experience"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0	"CZ"	3	1	4	13	-4	4
"91"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	6	2	3	"high_school"	"high_school"	"BA_2"	"International_Rel"	"No_experience"	">100k"	1993	"male"	22	"SSH"	"SSHA"	0	0	"CZ"	3	1	3	18	6	2
"92"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	3	4	3	"high_school"	"higher_edu"	"BA_1"	"International_Rel"	"No_experience"	">100k"	1995	"female"	20	"SSH"	"SSHA"	0	0	"CZ"	-1	2	1	14	-2	3
"93"	"Agree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	1	3	3	3	"high_school"	"higher_edu"	"BA_2"	"International_Rel"	"No_experience"	"5k-20k"	1993	"female"	22	"SSH"	"SSHA"	0	0	"CZ"	1	2	3	14	-2	3
"94"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	6	3	3	"<=vocational"	"high_school"	"BA_2"	"International_Rel"	"Up_to_1_year"	">100k"	1993	"female"	22	"SSH"	"SSHA"	0	0	"CZ"	2	2	4	19	8	1
"95"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	1	1	0	1	1	5	3	3	"PHD+"	"higher_edu"	"BA_2"	"International_Rel"	"No_experience"	"<1k"	1994	"female"	21	"SSH"	"SSHA"	0	0	"CZ"	2	2	4	17	4	5
