"o1"	"o2"	"o3"	"o4"	"o5"	"o6"	"o7"	"o8"	"o9"	"o10"	"o11"	"o12"	"o13"	"o14"	"o15"	"o16"	"o17"	"o18"	"o19"	"o20"	"o21"	"o22"	"o23"	"k1"	"k2"	"k3"	"k4"	"k5"	"k6"	"k7"	"k8"	"k10"	"k11"	"k12"	"k13"	"k14"	"k15"	"k16"	"k17"	"k18"	"k19"	"k20"	"k21"	"k22"	"k23"	"k24"	"k25"	"k26"	"k27"	"k28"	"k29"	"k30"	"leseferism.etatism"	"mat_econimic"	"mat_social"	"father_edu"	"mother_edu"	"year_at_uni"	"uni_programme"	"work_experience"	"hometown_size"	"birthdate"	"gender"	"age"	"eduprog4"	"eduprog3"	"knowIV"	"opinionIV"
"g106"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	4	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g107"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	2	4	3	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"Up_to_1_year"	"<10k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"g108"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	6	3	4	"vocational"	"higher_edu"	"BA_2"	"Finance"	"1_year+"	"<10k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g109"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	2	3	4	"high_school"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g110"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	6	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"No_experience"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g111"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	4	3	3	"vocational"	"vocational"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g112"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	3	4	4	"high_school"	"higher_edu"	"BA_3"	"Finance"	"Up_to_1_year"	"<10k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"g113"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	7	2	2	"high_school"	"high_school"	"BA_3"	"Finance"	"Up_to_1_year"	"<10k-100k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"g114"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	3	3	3	"vocational"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g115"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	4	"vocational"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"g116"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	2	"PHD+"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g117"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	3	3	1	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	"100k-500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g118"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	4	2	2	"vocational"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	"100k-500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g119"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	0	0	1	0	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	8	4	1	"higher_edu"	"vocational"	"BA_3"	"Finance"	"Up_to_1_year"	">500k"	1992	"female"	23	"EBMF"	"EBMF"	0	0
"g120"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	1	4	4	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g121"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3	3	2	"high_school"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	NA	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g122"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	5	4	3	"higher_edu"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k-100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g123"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	5	2	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"No_experience"	">500k"	1994	NA	21	"EBMF"	"EBMF"	0	0
"g124"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	2	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	"100k-500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g125"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	4	3	3	"vocational"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k-100k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g126"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	3	3	3	"higher_edu"	"higher_edu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
"g127"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	NA	NA	NA	NA	NA	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g128"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	1	1	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	7	3	3	"high_school"	"higher_edu"	"BA_2"	"Finance"	"No_experience"	"<10k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g129"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	5	3	2	"higher_edu"	"high_school"	"BA_3"	"Finance"	"1_year+"	"<10k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
"g130"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	4	3	2	"high_school"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g131"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"DontKnow"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	5	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"Up_to_1_year"	">500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"g132"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	5	3	3	"vocational"	"vocational"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k-100k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g133"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	1	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	3	3	2	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"No_experience"	"<10k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g134"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	4	3	3	"vocational"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g135"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	0	0	0	1	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1995	"female"	20	"EBMF"	"EBMF"	1	0
"g136"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	2	4	3	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g137"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	3	3	3	"higher_edu"	"higher_edu"	"BA_2"	"Finance"	"Up_to_1_year"	">500k"	1994	"female"	21	"EBMF"	"EBMF"	0	0
"g138"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Agree"	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	4	3	1	"vocational"	"high_school"	"BA_2"	"Finance"	"Up_to_1_year"	"<10k"	1994	"male"	21	"EBMF"	"EBMF"	0	0
"g139"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Agree"	"DontKnow"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	4	2	"higher_edu"	"vocational"	"BA_3"	"Finance"	"No_experience"	">500k"	1992	"female"	23	"EBMF"	"EBMF"	0	0
"g140"	"Agree"	"Disagree"	"Disagree"	"DontKnow"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"DontKnow"	"Disagree"	"DontKnow"	"DontKnow"	"Disagree"	"DontKnow"	"Disagree"	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	2	4	1	"higher_edu"	"higher_edu"	"BA_3"	"Management"	"1_year+"	">500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"g141"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Disagree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	0	3	3	2	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"1_year+"	">500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"g142"	"Disagree"	"Agree"	"DontKnow"	"Agree"	"Disagree"	"Disagree"	"Disagree"	"Disagree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	0	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	4	3	3	"higher_edu"	"higher_edu"	"BA_3"	"Finance"	"1_year+"	"100k-500k"	1993	"female"	22	"EBMF"	"EBMF"	0	0
"g143"	"Disagree"	"Disagree"	"DontKnow"	"DontKnow"	"Agree"	"Disagree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Agree"	"Agree"	"DontKnow"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Agree"	"Disagree"	"Disagree"	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	3	4	4	"vocational"	"vocational"	"BA_3"	"Finance"	"Up_to_1_year"	"<10k-100k"	1993	"male"	22	"EBMF"	"EBMF"	0	0
